bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,image_id,path,vehicle_type
118,166,694,490,22,test_01542,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01542.jpg,Coupe
89,126,553,302,30,test_01543,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01543.jpg,Wagon
42,89,595,399,111,test_01544,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01544.jpg,Pick Up
14,27,211,149,52,test_01545,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01545.jpg,SUV
235,172,840,550,138,test_01546,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01546.jpg,Sedan
8,11,244,130,143,test_01547,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01547.jpg,SUV
30,13,549,244,48,test_01548,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01548.jpg,SUV
6,38,361,242,161,test_01549,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01549.jpg,Convertible
34,94,223,178,177,test_01550,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01550.jpg,Sedan
78,191,946,612,187,test_01551,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01551.jpg,Sedan
39,87,401,300,78,test_01552,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01552.jpg,Minivan
258,461,1441,885,74,test_01553,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01553.jpg,Pick Up
9,41,293,212,116,test_01554,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01554.jpg,Van
34,16,439,246,10,test_01555,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01555.jpg,Convertible
180,266,997,565,22,test_01556,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01556.jpg,Coupe
156,19,598,315,117,test_01557,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01557.jpg,Sedan
14,85,244,162,162,test_01558,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01558.jpg,Sedan
5,199,720,480,124,test_01559,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01559.jpg,Pick Up
15,66,618,354,107,test_01560,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01560.jpg,Convertible
27,43,563,348,125,test_01561,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01561.jpg,Pick Up
11,320,932,663,82,test_01562,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01562.jpg,Wagon
12,21,393,290,5,test_01563,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01563.jpg,Sedan
6,20,255,169,72,test_01564,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01564.jpg,Coupe
92,114,593,372,103,test_01565,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01565.jpg,Convertible
12,56,436,254,28,test_01566,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01566.jpg,Coupe
328,158,1233,840,155,test_01567,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01567.jpg,SUV
8,9,250,171,162,test_01568,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01568.jpg,Sedan
24,41,434,218,18,test_01569,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01569.jpg,Wagon
64,26,957,729,58,test_01570,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01570.jpg,SUV
36,107,387,286,188,test_01571,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01571.jpg,Sedan
78,46,964,581,170,test_01572,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01572.jpg,Hatchback
129,129,764,593,194,test_01573,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01573.jpg,Sedan
395,212,1497,822,106,test_01574,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01574.jpg,Pick Up
141,183,928,604,87,test_01575,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01575.jpg,Pick Up
73,158,587,397,79,test_01576,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01576.jpg,Sedan
35,88,573,339,8,test_01577,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01577.jpg,Convertible
12,47,296,197,162,test_01578,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01578.jpg,Sedan
21,63,427,228,39,test_01579,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01579.jpg,Convertible
10,13,637,247,130,test_01580,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01580.jpg,Hatchback
246,184,524,388,52,test_01581,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01581.jpg,SUV
53,127,478,282,36,test_01582,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01582.jpg,Convertible
16,56,187,108,16,test_01583,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01583.jpg,Sedan
107,131,594,351,134,test_01584,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01584.jpg,Sedan
91,40,741,573,64,test_01585,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01585.jpg,Van
68,115,520,354,96,test_01586,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01586.jpg,Sedan
32,97,619,303,127,test_01587,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01587.jpg,Minivan
178,28,422,139,51,test_01588,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01588.jpg,Sedan
101,168,601,450,131,test_01589,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01589.jpg,SUV
5,63,498,280,188,test_01590,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01590.jpg,Sedan
8,32,295,214,65,test_01591,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01591.jpg,Pick Up
353,202,1156,633,45,test_01592,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01592.jpg,Convertible
29,165,1253,826,169,test_01593,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01593.jpg,Van
47,73,764,880,112,test_01594,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01594.jpg,Coupe
53,116,957,688,149,test_01595,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01595.jpg,SUV
382,172,1459,1012,160,test_01596,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01596.jpg,Coupe
140,62,684,250,161,test_01597,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01597.jpg,Convertible
36,91,571,404,92,test_01598,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01598.jpg,Wagon
14,39,621,446,57,test_01599,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01599.jpg,Coupe
24,43,946,744,131,test_01600,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01600.jpg,SUV
18,89,623,391,150,test_01601,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01601.jpg,Coupe
130,88,389,257,23,test_01602,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01602.jpg,Sedan
130,295,953,631,83,test_01603,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01603.jpg,Wagon
8,27,251,151,32,test_01604,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01604.jpg,SUV
59,217,1833,1218,152,test_01605,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01605.jpg,Coupe
28,170,986,723,24,test_01606,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01606.jpg,Sedan
55,126,454,275,163,test_01607,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01607.jpg,Coupe
124,72,876,704,89,test_01608,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01608.jpg,SUV
154,87,554,377,111,test_01609,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01609.jpg,Pick Up
40,80,567,366,130,test_01610,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01610.jpg,Hatchback
58,179,922,504,78,test_01611,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01611.jpg,Minivan
72,117,759,470,132,test_01612,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01612.jpg,SUV
15,6,474,284,72,test_01613,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01613.jpg,Coupe
238,360,1216,765,173,test_01614,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01614.jpg,Sedan
51,115,596,429,137,test_01615,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01615.jpg,Sedan
181,151,971,683,75,test_01616,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01616.jpg,Pick Up
32,59,200,165,17,test_01617,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01617.jpg,Sedan
38,38,257,154,119,test_01618,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01618.jpg,Van
17,68,322,195,135,test_01619,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01619.jpg,Sedan
35,81,228,163,56,test_01620,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01620.jpg,Coupe
11,148,503,324,60,test_01621,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01621.jpg,Wagon
131,79,529,379,27,test_01622,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01622.jpg,Convertible
6,21,397,179,141,test_01623,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01623.jpg,Coupe
87,42,435,339,35,test_01624,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01624.jpg,Sedan
37,120,689,375,85,test_01625,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01625.jpg,Minivan
41,113,549,279,107,test_01626,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01626.jpg,Convertible
20,155,563,407,99,test_01627,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01627.jpg,Hatchback
152,154,590,368,173,test_01628,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01628.jpg,Sedan
100,188,757,453,11,test_01629,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01629.jpg,Coupe
26,12,257,177,125,test_01630,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01630.jpg,Pick Up
26,53,612,343,29,test_01631,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01631.jpg,Sedan
91,134,1177,750,130,test_01632,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01632.jpg,Hatchback
19,69,525,310,8,test_01633,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01633.jpg,Convertible
20,6,245,146,121,test_01634,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01634.jpg,SUV
129,32,861,602,2,test_01635,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01635.jpg,Sedan
24,24,499,337,138,test_01636,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01636.jpg,Sedan
6,5,197,116,108,test_01637,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01637.jpg,Minivan
80,81,547,358,38,test_01638,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01638.jpg,Convertible
85,581,1505,1043,5,test_01639,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01639.jpg,Sedan
1,18,631,422,89,test_01640,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01640.jpg,SUV
6,59,424,296,142,test_01641,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01641.jpg,SUV
25,92,764,410,68,test_01642,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01642.jpg,SUV
85,138,364,259,77,test_01643,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01643.jpg,Convertible
84,98,574,320,109,test_01644,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01644.jpg,SUV
33,131,590,301,185,test_01645,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01645.jpg,Sedan
8,135,632,398,92,test_01646,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01646.jpg,Wagon
15,43,293,198,65,test_01647,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01647.jpg,Pick Up
16,75,574,293,144,test_01648,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01648.jpg,Coupe
35,113,611,393,16,test_01649,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01649.jpg,Sedan
141,3,601,355,98,test_01650,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01650.jpg,Hatchback
12,54,461,324,138,test_01651,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01651.jpg,Sedan
104,236,607,441,179,test_01652,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01652.jpg,Convertible
52,103,542,364,93,test_01653,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01653.jpg,Coupe
7,3,259,181,56,test_01654,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01654.jpg,Coupe
27,389,1893,1098,102,test_01655,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01655.jpg,Convertible
43,188,626,420,109,test_01656,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01656.jpg,SUV
79,102,543,433,113,test_01657,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01657.jpg,Pick Up
384,261,3366,2484,49,test_01658,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01658.jpg,Sedan
17,22,250,155,77,test_01659,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01659.jpg,Convertible
130,163,1462,982,170,test_01660,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01660.jpg,Hatchback
12,203,326,377,73,test_01661,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01661.jpg,Sedan
193,299,905,627,192,test_01662,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01662.jpg,Hatchback
202,188,1408,902,183,test_01663,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01663.jpg,Hatchback
14,51,636,396,72,test_01664,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01664.jpg,Coupe
92,105,594,427,137,test_01665,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01665.jpg,Sedan
52,22,774,600,146,test_01666,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01666.jpg,SUV
14,52,294,161,34,test_01667,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01667.jpg,Coupe
30,103,613,380,162,test_01668,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01668.jpg,Sedan
64,289,919,708,30,test_01669,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01669.jpg,Wagon
2,30,90,63,57,test_01670,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01670.jpg,Coupe
7,39,249,178,70,test_01671,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01671.jpg,Pick Up
153,65,1852,1058,149,test_01672,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01672.jpg,SUV
24,28,477,322,93,test_01673,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01673.jpg,Coupe
35,71,554,326,10,test_01674,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01674.jpg,Convertible
27,60,355,213,143,test_01675,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01675.jpg,SUV
19,112,391,290,18,test_01676,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01676.jpg,Wagon
46,67,959,590,191,test_01677,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01677.jpg,Hatchback
7,104,467,281,71,test_01678,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01678.jpg,Van
49,80,230,166,105,test_01679,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01679.jpg,Sedan
40,138,595,416,67,test_01680,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01680.jpg,Sedan
47,151,720,436,176,test_01681,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01681.jpg,Sedan
31,15,883,515,182,test_01682,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01682.jpg,Sedan
83,312,931,601,55,test_01683,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01683.jpg,Convertible
74,54,615,438,187,test_01684,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01684.jpg,Sedan
155,151,853,633,133,test_01685,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01685.jpg,SUV
109,112,556,400,94,test_01686,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01686.jpg,SUV
32,36,361,224,77,test_01687,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01687.jpg,Convertible
13,28,244,183,113,test_01688,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01688.jpg,Pick Up
85,130,840,621,61,test_01689,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01689.jpg,Sedan
61,85,572,393,172,test_01690,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01690.jpg,Coupe
27,224,629,446,55,test_01691,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01691.jpg,Convertible
39,86,270,166,45,test_01692,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01692.jpg,Convertible
30,102,617,379,49,test_01693,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01693.jpg,Sedan
11,40,286,189,15,test_01694,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01694.jpg,Coupe
1,1,300,118,62,test_01695,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01695.jpg,SUV
140,382,1969,1079,119,test_01696,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01696.jpg,Van
28,145,982,686,138,test_01697,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01697.jpg,Sedan
51,90,460,247,2,test_01698,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01698.jpg,Sedan
26,97,616,389,132,test_01699,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01699.jpg,SUV
5,29,297,150,70,test_01700,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01700.jpg,Pick Up
9,63,628,376,77,test_01701,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01701.jpg,Convertible
28,52,250,143,152,test_01702,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01702.jpg,Coupe
72,13,973,767,179,test_01703,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01703.jpg,Convertible
22,37,772,351,112,test_01704,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01704.jpg,Coupe
47,76,650,431,85,test_01705,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01705.jpg,Minivan
97,47,704,469,26,test_01706,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01706.jpg,Sedan
52,203,984,593,159,test_01707,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01707.jpg,SUV
208,82,823,686,119,test_01708,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01708.jpg,Van
40,203,1021,575,7,test_01709,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01709.jpg,Hatchback
18,50,293,180,113,test_01710,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01710.jpg,Pick Up
37,129,1250,836,36,test_01711,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01711.jpg,Convertible
59,90,450,336,196,test_01712,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01712.jpg,Convertible
27,146,633,357,55,test_01713,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01713.jpg,Convertible
43,187,708,411,66,test_01714,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01714.jpg,Coupe
12,53,772,511,75,test_01715,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01715.jpg,Pick Up
130,466,1471,871,8,test_01716,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01716.jpg,Convertible
22,80,370,230,22,test_01717,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01717.jpg,Coupe
11,69,369,260,183,test_01718,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01718.jpg,Hatchback
70,238,727,523,19,test_01719,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01719.jpg,Hatchback
24,25,238,160,76,test_01720,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01720.jpg,SUV
7,20,255,175,121,test_01721,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01721.jpg,SUV
30,30,272,213,148,test_01722,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01722.jpg,SUV
74,153,962,600,43,test_01723,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01723.jpg,Coupe
124,318,1455,972,132,test_01724,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01724.jpg,SUV
54,83,535,307,171,test_01725,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01725.jpg,Coupe
46,145,331,290,59,test_01726,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01726.jpg,Convertible
128,151,913,679,35,test_01727,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01727.jpg,Sedan
66,249,742,496,153,test_01728,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01728.jpg,Coupe
83,40,422,234,193,test_01729,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01729.jpg,Hatchback
31,87,194,167,38,test_01730,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01730.jpg,Convertible
91,48,505,359,7,test_01731,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01731.jpg,Hatchback
69,51,370,276,24,test_01732,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01732.jpg,Sedan
17,48,249,164,189,test_01733,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01733.jpg,SUV
16,9,289,193,3,test_01734,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01734.jpg,Sedan
110,126,677,455,125,test_01735,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01735.jpg,Pick Up
26,45,230,164,196,test_01736,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01736.jpg,Convertible
257,2,612,315,166,test_01737,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01737.jpg,Van
83,10,560,425,155,test_01738,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01738.jpg,SUV
20,26,632,409,47,test_01739,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01739.jpg,Sedan
243,131,913,661,144,test_01740,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01740.jpg,Coupe
206,493,1173,900,37,test_01741,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01741.jpg,SUV
231,202,933,562,56,test_01742,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01742.jpg,Coupe
180,132,462,371,186,test_01743,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01743.jpg,SUV
92,103,639,413,115,test_01744,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01744.jpg,Sedan
8,42,209,127,123,test_01745,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01745.jpg,Convertible
87,203,938,673,65,test_01746,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01746.jpg,Pick Up
218,377,878,679,43,test_01747,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01747.jpg,Coupe
2,41,254,186,70,test_01748,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01748.jpg,Pick Up
33,138,629,344,122,test_01749,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01749.jpg,Pick Up
34,29,567,427,93,test_01750,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01750.jpg,Coupe
9,16,297,156,125,test_01751,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01751.jpg,Pick Up
4,18,480,333,110,test_01752,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01752.jpg,SUV
21,292,577,514,133,test_01753,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01753.jpg,SUV
25,93,616,387,62,test_01754,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01754.jpg,SUV
9,11,230,143,92,test_01755,C:\Users\Erik\Desktop\Uni\HLCV\data\stanford_cars\cars_test\01755.jpg,Wagon
